1039;Mari B. Wiggins;37;Sibelius;Finances;3539,00
1146;Rogan Y. Compton;51;Microsoft;Advertising;7053,00
1162;Harding Z. Taylor;54;Borland;Customer Service;5426,00
1181;Kiayada U. Kline;46;Cakewalk;Finances;4226,00
1348;Ainsley I. Hogan;41;Google;Finances;4889,00
1356;Diana A. Mcdonald;68;Yahoo;Customer Service;8693,00
1390;Charde W. Burke;58;Lycos;Quality Assurance;3121,00
1543;Iola A. Castillo;35;Sibelius;Payroll;5448,00
1576;Glenna K. Mendoza;66;Altavista;Asset Management;6105,00
1584;Harrison B. Middleton;20;Lycos;Asset Management;3207,00
1705;Arsenio Y. Hayden;48;Lycos;Tech Support;8430,00
1787;Iola T. Ramirez;58;Chami;Finances;6103,00
1796;Sharon A. Wilson;64;Google;Asset Management;3661,00
1820;Nathan J. Branch;55;Altavista;Human Resources;9819,00
1825;Lynn I. Hampton;57;Microsoft;Finances;8936,25
2152;Kirestin I. Atkins;41;Lycos;Media Relations;8245,00
2206;Demetria G. Greene;44;Google;Payroll;8048,00
2299;Doris S. Bishop;42;Finale;Public Relations;6222,96
2313;Garth Y. Cannon;40;Google;Customer Relations;3862,00
2395;Zelenia I. Travis;63;Lavasoft;Public Relations;3059,00
2428;Quon W. Hudson;33;Chami;Legal Department;2639,00
2444;Kendall L. Gibbs;60;Lycos;Legal Department;4931,00
2565;Isadora J. Clemons;20;Finale;Tech Support;7958,00
2577;Callie A. Jacobson;61;Microsoft;Finances;4728,00
2625;Malik F. Goodwin;29;Lycos;Accounting;2408,42
2646;Maxine N. Diaz;29;Apple Systems;Legal Department;3285,00
2672;Stacy X. Joyce;19;Microsoft;Finances;5011,00
2712;Melvin F. Hood;36;Macromedia;Tech Support;9776,00
2727;Aidan T. Delacruz;45;Sibelius;Research and Development;8012,00
2753;Rachel S. Nolan;50;Macromedia;Advertising;8906,02
2846;Sylvia T. Nolan;18;Finale;Tech Support;6904,00
2923;Eaton X. Tillman;59;Cakewalk;Quality Assurance;4246,00
2926;Omar G. Carr;18;Cakewalk;Public Relations;7992,00
2971;Jorden Y. Watts;60;Chami;Sales and Marketing;4552,00
2989;Griffith R. Clark;52;Microsoft;Sales and Marketing;7071,00
3035;Riley E. Mejia;24;Chami;Media Relations;1784,00
3104;Brady K. Whitley;54;Apple Systems;Sales and Marketing;1889,00
3240;Wynne W. Navarro;68;Microsoft;Advertising;2884,00
3259;Dylan M. Hebert;57;Yahoo;Advertising;4279,00
3522;Ishmael Y. Terry;36;Chami;Asset Management;1302,35
3625;Gloria N. Brown;29;Lavasoft;Accounting;6881,00
3716;Jameson D. Benjamin;19;Finale;Accounting;1225,00
3722;Mercedes C. Carr;66;Altavista;Advertising;7304,00
3743;Halee U. Garcia;60;Adobe;Payroll;7164,00
3821;Frances Z. Mcdowell;18;Yahoo;Advertising;1843,00
3853;Karly R. Perez;40;Macromedia;Sales and Marketing;5307,00
4018;Ignacia L. Jensen;70;Borland;Advertising;4083,00
4045;Charity I. Salas;50;Google;Tech Support;4531,00
4075;Venus U. Holt;53;Sibelius;Public Relations;2432,00
4136;Dillon P. Duran;24;Altavista;Accounting;1019,00
4369;Martha B. Holman;61;Borland;Legal Department;6799,00
4447;Micah Z. Underwood;18;Apple Systems;Legal Department;1646,00
4612;Zachary K. Hopkins;31;Yahoo;Advertising;3775,00
4750;Tana H. Bryant;56;Cakewalk;Human Resources;8415,00
4814;Venus E. Mason;38;Yahoo;Human Resources;8352,00
4889;Murphy M. Colon;53;Microsoft;Media Relations;5987,00
4927;Autumn I. Norris;69;Sibelius;Research and Development;9904,00
4928;Kibo V. Webster;53;Yahoo;Asset Management;1522,00
4935;Amena Y. Giles;65;Cakewalk;Human Resources;4751,00
4997;Arsenio D. Brennan;25;Apple Systems;Human Resources;3239,00
5029;Keith G. Wilkinson;55;Lavasoft;Media Relations;6671,00
5032;Ezekiel M. Chase;60;Cakewalk;Quality Assurance;4340,00
5065;Plato R. Eaton;56;Google;Media Relations;1336,10
5087;Daniel B. Allison;56;Borland;Public Relations;1310,00
5123;Kylan K. Berry;27;Apple Systems;Human Resources;9527,00
5241;Violet U. Mays;49;Apple Systems;Human Resources;9543,00
5246;Lacey Z. Snow;56;Google;Finances;2391,00
5322;Cooper X. Glover;20;Lycos;Advertising;8046,38
5476;Cody U. Richardson;66;Borland;Human Resources;2477,00
5523;Neve E. Ryan;20;Borland;Research and Development;5611,00
5609;Quinn F. Sloan;54;Chami;Advertising;5971,00
5639;Blossom C. William;32;Google;Media Relations;9283,00
5664;Lani W. Torres;25;Chami;Customer Relations;6270,00
5669;Zenaida S. Dennis;25;Borland;Quality Assurance;2016,00
5713;Amaya X. Vasquez;51;Macromedia;Finances;8432,00
5804;Emerald U. Golden;67;Cakewalk;Tech Support;3088,00
5890;Tana T. Stanton;63;Apple Systems;Quality Assurance;6698,00
5981;Marvin K. Nieves;52;Lycos;Asset Management;2593,00
6002;Amber Q. Bradley;45;Adobe;Tech Support;6110,00
6065;Stone G. Harrison;27;Cakewalk;Research and Development;8916,91
6131;Alana U. Wilkerson;19;Altavista;Legal Department;7936,90
6192;Stewart A. Fuentes;60;Cakewalk;Customer Service;5379,26
6208;Savannah Z. Sanders;54;Microsoft;Customer Relations;1271,00
6265;Moses M. Macdonald;60;Macromedia;Media Relations;6869,00
6286;Cameran X. Navarro;39;Adobe;Legal Department;6239,00
6300;Stephanie B. Bailey;48;Finale;Quality Assurance;8435,00
6337;Aimee F. Osborne;60;Borland;Asset Management;1384,00
6394;Elijah S. Chambers;61;Macromedia;Legal Department;6015,00
6542;Kaseem L. Shaw;25;Adobe;Research and Development;3106,00
6554;Wanda N. Hogan;32;Yahoo;Payroll;8404,00
6605;Ginger A. Spence;61;Chami;Payroll;6858,00
6665;Karyn F. Pitts;22;Lavasoft;Asset Management;5218,00
6740;Martha P. Acevedo;28;Adobe;Payroll;6330,00
6873;Ursula R. Kim;61;Lycos;Media Relations;8025,00
6889;Giacomo R. Roth;58;Google;Legal Department;8849,00
6898;Jonah N. Fitzgerald;32;Altavista;Payroll;5240,00
6911;Iris I. Farley;45;Cakewalk;Finances;3685,00
6912;Salvador N. Britt;54;Lycos;Accounting;1163,00
6942;Xena S. Whitney;23;Apple Systems;Research and Development;7336,00
7126;Xena S. Weber;25;Google;Legal Department;6434,00
7387;Colin O. Lester;65;Sibelius;Advertising;3215,54
7394;Richard O. Bartlett;66;Cakewalk;Legal Department;7940,00
7455;Inga N. Benjamin;42;Macromedia;Payroll;5726,00
7456;Paloma M. Dickson;59;Sibelius;Human Resources;4780,00
7461;Pamela T. Kelley;41;Cakewalk;Quality Assurance;5295,00
7466;Marah E. Richardson;20;Lycos;Customer Service;1178,00
7515;Isabella Q. Avila;27;Yahoo;Human Resources;3206,00
7607;Josephine C. Albert;24;Chami;Payroll;6442,00
7614;Adrian T. Hale;46;Cakewalk;Tech Support;3678,00
7693;Xavier L. Morris;53;Cakewalk;Accounting;8044,00
7763;Natalie E. Buck;66;Google;Legal Department;3588,12
7818;Sylvia P. Johns;30;Cakewalk;Tech Support;9713,00
8030;Armand K. Joseph;65;Apple Systems;Sales and Marketing;1327,00
8122;Paul Y. Rutledge;31;Cakewalk;Quality Assurance;3232,00
8153;Ralph Z. Soto;28;Cakewalk;Sales and Marketing;3702,00
8321;Quinlan Z. Mcconnell;41;Finale;Customer Service;3360,00
8368;Finn C. Beard;58;Adobe;Research and Development;3532,00
8471;Macey R. Moore;24;Microsoft;Legal Department;1866,00
8518;Dahlia I. Morse;33;Apple Systems;Public Relations;1359,00
8569;Patricia R. Woodward;69;Apple Systems;Sales and Marketing;5677,00
8630;Fallon B. Mann;32;Lavasoft;Customer Service;7448,00
8690;Alika O. Carlson;41;Finale;Payroll;9103,00
8718;Sydnee J. Sargent;32;Cakewalk;Media Relations;6791,00
8903;Vladimir C. Wallace;35;Apple Systems;Payroll;6412,00
8965;Fulton Y. Riley;50;Adobe;Quality Assurance;3882,42
9008;Nissim Z. Rush;38;Sibelius;Legal Department;6359,00
9035;Xenos L. Mcpherson;33;Microsoft;Customer Service;7670,00
9235;Nina R. Keith;31;Borland;Customer Service;3890,00
9276;Carol V. Atkins;55;Yahoo;Asset Management;9506,00
